species_common_name,species_scientific_name,species_slug,species_rank,sample_index,audio_event_id,recording_id,score,quality_score,diel_bin,season,sample_local_date,event_start_s,event_end_s,pre_buffer_s,post_buffer_s,crop_full_duration_s,sample_low_hz,sample_high_hz,review_verdict,item_dir,crop_full_wav,crop_bandpass_wav,mel_full_png,mel_bandpass_png,metadata_json,review_json,source_audio_resolved,source_resolution_kind,listen_url,library_url
Whimbrel,Numenius phaeopus,whimbrel,27,13,16658894,1539751,0.969500,0.969500,dawn,winter,2024-06-20,6675.0000,6678.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/013_audioevent_16658894,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/013_audioevent_16658894/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/013_audioevent_16658894/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/013_audioevent_16658894/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/013_audioevent_16658894/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/013_audioevent_16658894/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/013_audioevent_16658894/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/013_audioevent_16658894/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1539751?start=6660&end=6690,https://data.acousticobservatory.org/library/1539751/audio_events/16658894
Whimbrel,Numenius phaeopus,whimbrel,27,14,9143939,5025,0.967800,0.967800,afternoon,winter,2019-08-13,2208.0000,2211.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/014_audioevent_9143939,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/014_audioevent_9143939/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/014_audioevent_9143939/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/014_audioevent_9143939/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/014_audioevent_9143939/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/014_audioevent_9143939/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/014_audioevent_9143939/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/014_audioevent_9143939/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5025?start=2190&end=2220,https://data.acousticobservatory.org/library/5025/audio_events/9143939
Whimbrel,Numenius phaeopus,whimbrel,27,15,17625655,4845,0.966900,0.966900,afternoon,winter,2019-08-25,4776.0000,4779.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/015_audioevent_17625655,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/015_audioevent_17625655/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/015_audioevent_17625655/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/015_audioevent_17625655/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/015_audioevent_17625655/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/015_audioevent_17625655/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/015_audioevent_17625655/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/015_audioevent_17625655/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/4845?start=4770&end=4800,https://data.acousticobservatory.org/library/4845/audio_events/17625655
Whimbrel,Numenius phaeopus,whimbrel,27,16,8993462,4962,0.966700,0.966700,morning,spring,2019-09-25,2367.0000,2370.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/016_audioevent_8993462,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/016_audioevent_8993462/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/016_audioevent_8993462/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/016_audioevent_8993462/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/016_audioevent_8993462/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/016_audioevent_8993462/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/016_audioevent_8993462/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/016_audioevent_8993462/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/4962?start=2340&end=2370,https://data.acousticobservatory.org/library/4962/audio_events/8993462
Whimbrel,Numenius phaeopus,whimbrel,27,17,1701861,5260,0.966200,0.966200,afternoon,winter,2019-08-24,3465.0000,3468.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/017_audioevent_1701861,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/017_audioevent_1701861/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/017_audioevent_1701861/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/017_audioevent_1701861/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/017_audioevent_1701861/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/017_audioevent_1701861/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/017_audioevent_1701861/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/017_audioevent_1701861/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5260?start=3450&end=3480,https://data.acousticobservatory.org/library/5260/audio_events/1701861
Whimbrel,Numenius phaeopus,whimbrel,27,18,15392957,4901,0.965200,0.965200,night,winter,2019-08-17,33.0000,36.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/018_audioevent_15392957,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/018_audioevent_15392957/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/018_audioevent_15392957/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/018_audioevent_15392957/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/018_audioevent_15392957/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/018_audioevent_15392957/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/018_audioevent_15392957/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/018_audioevent_15392957/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/4901?start=30&end=60,https://data.acousticobservatory.org/library/4901/audio_events/15392957
Whimbrel,Numenius phaeopus,whimbrel,27,19,17065089,1539493,0.961000,0.961000,dawn,winter,2024-06-27,7071.0000,7074.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/019_audioevent_17065089,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/019_audioevent_17065089/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/019_audioevent_17065089/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/019_audioevent_17065089/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/019_audioevent_17065089/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/019_audioevent_17065089/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/019_audioevent_17065089/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/019_audioevent_17065089/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1539493?start=7050&end=7080,https://data.acousticobservatory.org/library/1539493/audio_events/17065089
Whimbrel,Numenius phaeopus,whimbrel,27,20,17625646,4845,0.959600,0.959600,afternoon,winter,2019-08-25,2853.0000,2856.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/020_audioevent_17625646,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/020_audioevent_17625646/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/020_audioevent_17625646/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/020_audioevent_17625646/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/020_audioevent_17625646/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/020_audioevent_17625646/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/020_audioevent_17625646/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/020_audioevent_17625646/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/4845?start=2850&end=2880,https://data.acousticobservatory.org/library/4845/audio_events/17625646
Whimbrel,Numenius phaeopus,whimbrel,27,21,16234575,4892,0.959000,0.959000,afternoon,winter,2019-08-17,5175.0000,5178.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/021_audioevent_16234575,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/021_audioevent_16234575/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/021_audioevent_16234575/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/021_audioevent_16234575/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/021_audioevent_16234575/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/021_audioevent_16234575/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/021_audioevent_16234575/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/021_audioevent_16234575/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/4892?start=5160&end=5190,https://data.acousticobservatory.org/library/4892/audio_events/16234575
Whimbrel,Numenius phaeopus,whimbrel,27,22,9863199,5024,0.958300,0.958300,afternoon,winter,2019-08-13,2067.0000,2070.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/022_audioevent_9863199,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/022_audioevent_9863199/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/022_audioevent_9863199/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/022_audioevent_9863199/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/022_audioevent_9863199/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/022_audioevent_9863199/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/022_audioevent_9863199/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/022_audioevent_9863199/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5024?start=2040&end=2070,https://data.acousticobservatory.org/library/5024/audio_events/9863199
Whimbrel,Numenius phaeopus,whimbrel,27,23,4618933,5530,0.955000,0.955000,afternoon,winter,2019-08-26,2526.0000,2529.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/023_audioevent_4618933,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/023_audioevent_4618933/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/023_audioevent_4618933/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/023_audioevent_4618933/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/023_audioevent_4618933/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/023_audioevent_4618933/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/023_audioevent_4618933/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/023_audioevent_4618933/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5530?start=2520&end=2550,https://data.acousticobservatory.org/library/5530/audio_events/4618933
Whimbrel,Numenius phaeopus,whimbrel,27,24,9818790,5459,0.950900,0.950900,morning,spring,2019-09-08,1896.0000,1899.0000,0.25,0.35,3.5643,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/024_audioevent_9818790,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/024_audioevent_9818790/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/024_audioevent_9818790/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/024_audioevent_9818790/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/024_audioevent_9818790/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/024_audioevent_9818790/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/024_audioevent_9818790/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/024_audioevent_9818790/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5459?start=1890&end=1920,https://data.acousticobservatory.org/library/5459/audio_events/9818790
Whimbrel,Numenius phaeopus,whimbrel,27,25,5450005,1539457,0.950300,0.950300,morning,winter,2024-06-23,4494.0000,4497.0000,0.25,0.35,3.5875,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/025_audioevent_5450005,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/025_audioevent_5450005/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/025_audioevent_5450005/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/025_audioevent_5450005/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/025_audioevent_5450005/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/025_audioevent_5450005/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/025_audioevent_5450005/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/025_audioevent_5450005/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1539457?start=4470&end=4500,https://data.acousticobservatory.org/library/1539457/audio_events/5450005
Whimbrel,Numenius phaeopus,whimbrel,27,26,5449965,1539457,0.950100,0.950100,morning,winter,2024-06-23,2094.0000,2097.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/026_audioevent_5449965,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/026_audioevent_5449965/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/026_audioevent_5449965/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/026_audioevent_5449965/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/026_audioevent_5449965/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/026_audioevent_5449965/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/026_audioevent_5449965/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/026_audioevent_5449965/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1539457?start=2070&end=2100,https://data.acousticobservatory.org/library/1539457/audio_events/5449965
Whimbrel,Numenius phaeopus,whimbrel,27,27,11995708,5493,0.949700,0.949700,afternoon,winter,2019-08-18,432.0000,435.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/027_audioevent_11995708,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/027_audioevent_11995708/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/027_audioevent_11995708/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/027_audioevent_11995708/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/027_audioevent_11995708/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/027_audioevent_11995708/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/whimbrel/samples/027_audioevent_11995708/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/whimbrel/samples/027_audioevent_11995708/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5493?start=420&end=450,https://data.acousticobservatory.org/library/5493/audio_events/11995708
